Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T280,Darryl Johnson,FA,LB,-,-,-,-,,,,
T280,Case Cookus,FA,QB,-,-,-,376.00,,,,
T280,Justin Rohrwasser,FA,K,-,-,-,-,,,,
T280,Davion Davis,WAS,WR,-,-,-,-,,,,
T280,Darius Clark,FA,RB,-,-,-,-,,,Ques,Knee
T280,James Summers,FA,RB,-,-,-,-,,,,
T280,Kyle Coleman,FA,FB,-,-,-,-,,,,
T280,Jamie Gillan,NYG,P,-,-,-,-,,,,
T280,Quinton Bell,MIA,LB,-,-,-,-,,,,
T280,Daryl Virgies,FA,RB,-,-,-,-,,,,
T280,Jibri Blount,FA,TE,-,-,-,-,,,,
T280,Rasul Douglas,BUF,CB,-,-,-,-,,,,
T280,Luis Perez,FA,QB,-,-,-,-,,,,
T280,Codey McElroy,FA,TE,-,-,-,-,,,Ques,Foot
T280,Feleipe Franks,CAR,TE,-,-,-,-,,,,
T280,Josh Hammond,FA,WR,-,-,-,-,,,,
T280,Kyle Trask,TB,QB,-,-,-,-,,5.00,,
T280,Eddy Pineiro,CAR,K,-,-,-,-,,,,
T280,C.J. Gardner-Johnson,PHI,S,-,-,-,-,,,,
T280,Myles Hartsfield,FA,S,-,-,-,-,,,,
T280,Benito Jones,MIA,DT,-,-,-,-,,,,
T280,Shea Patterson,FA,QB,-,-,-,-,,,,
T280,Mark Thompson,FA,RB,-,-,-,-,,,,
T280,Tucker McCann,FA,K,-,-,-,-,,,,
T280,Bryan Edwards,FA,WR,-,-,-,-,,,,
T280,Keir Thomas,LAR,LB,-,-,-,-,,,,
T280,Jordan Smith,FA,LB,-,-,-,-,,,,
T280,Joejuan Williams,FA,CB,-,-,-,-,,,,
T280,N'Keal Harry,MIN,TE,-,-,-,-,,,,
T280,Chase Lucas,SF,CB,-,-,-,-,,,,
T280,Khalil Tate,FA,WR,-,-,-,-,,,,
T280,Brady Breeze,CLE,S,-,-,-,-,,,,
T280,Troy Dye,LAC,LB,-,-,-,-,,,,
T280,Kyle Williams,FA,WR,-,-,-,-,,,,
T280,Freddie Swain,CHI,WR,-,-,-,-,,,,
T280,Chris Westry,FA,CB,-,-,-,-,,,,
T280,Josh Hines-Allen,JAX,LB,-,-,-,-,,,,
T280,Lucky Jackson,MIN,WR,-,-,-,-,,,,
T280,Javin White,CHI,LB,-,-,-,-,,,,
T280,Stephen Carlson,CHI,TE,-,-,-,-,,,,
T280,Jesper Horsted,NO,TE,-,-,-,-,,,,
T280,Josh Love,FA,QB,-,-,-,-,,,,
T280,Josh Oliver,MIN,TE,-,-,-,-,,,,
T280,Joseph Charlton,FA,P,-,-,-,-,,,,
T280,Rashad Fenton,FA,CB,-,-,-,-,,,Ques,Undisclosed
T280,Tyree Jackson,NYG,TE,-,-,-,-,,,,
T280,Cam Lewis,BUF,CB,-,-,-,-,,,,
T280,Tyler Mabry,SEA,TE,-,-,-,-,,,,
T280,Minkah Fitzpatrick,PIT,S,-,-,-,-,,,,
T280,Derrick Gore,FA,RB,-,-,-,-,,,,
T280,Anfernee Jennings,NE,LB,-,-,-,-,,,,
T280,Daron Payne,WAS,DT,-,-,-,-,,,,
T280,Kendall Sheffield,NYJ,CB,-,-,-,-,,,,
T280,Van Jefferson,PIT,WR,-,-,-,-,0.49,9.20,,
T280,DaMarkus Lodge,FA,WR,-,-,-,-,,,,
T280,Farrod Green,FA,TE,-,-,-,-,,,,
T280,Felton Davis,FA,WR,-,-,-,-,,,,
T280,Andrew Dowell,FA,LB,-,-,-,-,,,Ques,Knee - ACL
T280,Brian Lewerke,FA,QB,-,-,-,-,,,,
T280,LJ Scott,FA,RB,-,-,-,-,,,,
T280,Darrell Stewart,FA,WR,-,-,-,-,,,,
T280,Kenny Willekes,FA,DE,-,-,-,-,,,,
T280,Raequan Williams,CAR,DT,-,-,-,-,,,IR,Undisclosed
T280,Kris Boyd,HOU,CB,-,-,-,-,,,,
T280,Michael Dickson,SEA,P,-,-,-,-,,,,
T280,DeShon Elliott,PIT,S,-,-,-,-,,,,
T280,P.J. Locke,DEN,S,-,-,-,-,,,,
T280,Kai Locksley,FA,WR,-,-,-,-,,,,
T280,Charles Omenihu,KC,DE,-,-,-,-,,,PUP-P,Knee - ACL
T280,Chris Warren,FA,RB,-,-,-,-,,,,
T280,Alex Bachman,LV,WR,-,-,-,-,,,,
T280,Jessie Bates,ATL,S,-,-,-,-,,,,
T280,Justin Strnad,DEN,LB,-,-,-,-,,,,
T280,Scotty Washington,BAL,TE,-,-,-,-,,,,
T280,Josh Adams,FA,RB,-,-,-,-,,,,
T280,Asmar Bilal,FA,LB,-,-,-,-,,,,
T280,Miles Boykin,NYG,WR,-,-,-,-,,,,
T280,Chris Finke,FA,WR,-,-,-,-,,,,
T280,Jalen Guyton,LV,WR,-,-,-,-,,5.00,PUP-P,Undisclosed
T280,Alize Mack,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,Equanimeous St. Brown,NO,WR,-,-,-,-,,,,
T280,Kyle Markway,FA,TE,-,-,-,-,,,,
T280,Dre Greenlaw,SF,LB,-,-,-,-,,,PUP-P,Achilles
T280,La'Michael Pettway,NE,TE,-,-,-,-,,,,
T280,T.J. Smith,CAR,DT,-,-,-,-,,,,
T280,Terez Hall,FA,LB,-,-,-,-,,,Ques,Undisclosed
T280,Johnathon Johnson,FA,WR,-,-,-,-,,,,
T280,Drew Lock,NYG,QB,-,-,-,391.00,1.96,17.00,,
T280,Michael Jacobson,NO,TE,-,-,-,-,,,,
T280,Steven Montez,FA,QB,-,-,-,-,,,,
T280,Isaiah Oliver,NYJ,S,-,-,-,-,,,,
T280,Cody Barton,DEN,LB,-,-,-,-,,,,
T280,Britain Covey,PHI,WR,-,-,-,-,,,,
T280,Chris Carson,FA,RB,-,-,-,-,,,,
T280,Hakeem Butler,CIN,WR,-,-,-,-,,,,
T280,Matt Ammendola,FA,K,-,-,-,-,,,,
T280,Darrion Daniels,FA,DT,-,-,-,-,,,,
T280,Tony Brown,FA,WR,-,-,-,-,,,,
T280,Keke Coutee,FA,WR,-,-,-,-,,,,
T280,Broderick Washington,BAL,DT,-,-,-,-,,,,
T280,Noah Dawkins,FA,LB,-,-,-,-,,,,
T280,Jordan Glasgow,FA,LB,-,-,-,-,,,Ques,Undisclosed
T280,Zach Gentry,LV,TE,-,-,-,-,,,,
T280,Nick Westbrook-Ikhine,TEN,WR,-,-,-,-,,,,
T280,Nick Bowers,FA,TE,-,-,-,-,,,,
T280,Irvin Charles,NYJ,WR,-,-,-,-,,,,
T280,Dan Chisena,ARI,WR,-,-,-,-,,,,
T280,Kevin Givens,SF,DT,-,-,-,-,,,,
T280,Zach Allen,DEN,DT,-,-,-,-,,,,
T280,Jake Burt,FA,TE,-,-,-,-,,,,
T280,Will Harris,NO,S,-,-,-,-,,,,
T280,Wyatt Ray,FA,LB,-,-,-,-,,,,
T280,Jeff Smith,ARI,WR,-,-,-,-,,,,
T280,Eric Dungey,FA,QB,-,-,-,-,,,,
T280,Sterling Hofrichter,FA,P,-,-,-,-,,,,
T280,Dontae Strickland,FA,RB,-,-,-,-,,,,
T280,Damion Jeanpiere,FA,WR,-,-,-,-,,,,
T280,Juan Thornhill,CLE,S,-,-,-,-,,,,
T280,Olamide Zaccheaus,WAS,WR,-,-,-,-,,,,
T280,Tremaine Edmunds,CHI,LB,-,-,-,-,,,,
T280,Tim Settle,HOU,DT,-,-,-,-,,,,
T280,Nick Vogel,FA,K,-,-,-,-,,,,
T280,Darious Williams,LAR,CB,-,-,-,-,,,Ques,Hamstring
T280,Leighton Vander Esch,FA,LB,-,-,-,-,,,,
T280,Elijah Marks,FA,WR,-,-,-,-,,,,
T280,Alex Wesley,FA,WR,-,-,-,-,,,,
T280,Marcus Allen,FA,LB,-,-,-,-,,,,
T280,Troy Apke,FA,CB,-,-,-,-,,,Ques,Shoulder
T280,Jason Cabinda,FA,FB,-,-,-,-,,,,
T280,Dalton Schoen,FA,WR,-,-,-,-,,,,
T280,Duke Shelley,MIN,CB,-,-,-,-,,,,
T280,Reggie Walker,FA,LB,-,-,-,-,,,,
T280,Dare Odeyingbo,FA,DE,-,-,-,-,,,,
T280,Isaiah Zuber,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Jared Pinkney,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,Joe Giles-Harris,NE,LB,-,-,-,-,,,,
T280,Jerome Baker,SEA,LB,-,-,-,-,3.33,,,
T280,Andy Isabella,BUF,WR,-,-,-,-,,,,
T280,Penny Hart,FA,WR,-,-,-,-,,,Ques,Concussion
T280,Brandon Wright,FA,P,-,-,-,-,,,,
T280,Antonio Callaway,FA,WR,-,-,-,-,,,,
T280,Kylan Johnson,FA,LB,-,-,-,-,,,,
T280,Jordan Scarlett,FA,RB,-,-,-,-,,,,
T280,Chris Williamson,FA,CB,-,-,-,-,,,Ques,Undisclosed
T280,Jabari Zuniga,NO,DE,-,-,-,-,,,Reserve-Ret,Undisclosed
T280,Tae Crowder,FA,LB,-,-,-,-,,,,
T280,Terry Godwin,FA,WR,-,-,-,-,,,,
T280,Chauncey Rivers,FA,LB,-,-,-,-,,,Ques,Knee - ACL
T280,Roquan Smith,BAL,LB,-,-,-,-,,,,
T280,Ben DiNucci,FA,QB,-,-,-,-,,,,
T280,Darrin Hall,FA,RB,-,-,-,-,,,,
T280,Dane Jackson,CAR,CB,-,-,-,-,,,,
T280,Jordan Whitehead,TB,S,-,-,-,-,,,,
T280,John Kelly,CLE,RB,-,-,-,-,,,,
T280,Kingsley Keke,FA,DE,-,-,-,-,,,,
T280,Rasheem Green,FA,DE,-,-,-,-,,,,
T280,Porter Gustin,FA,LB,-,-,-,-,,,,
T280,Ronald Jones,FA,RB,-,-,-,-,,6.00,,
T280,Marvell Tell,FA,CB,-,-,-,-,,,Ques,Undisclosed
T280,Aca'Cedric Ware,FA,RB,-,-,-,-,,,,
T280,Lawrence Cager,NYG,TE,-,-,-,-,,,,
T280,Nyheim Hines,CLE,RB,-,-,-,-,0.62,,NFI-A,Knee - ACL
T280,Ka'Raun White,FA,WR,-,-,-,-,,,,
T280,Jacob Breeland,FA,TE,-,-,-,-,,,,
T280,Kirk Merritt,FA,RB,-,-,-,-,,,,
T280,Dakota Allen,FA,LB,-,-,-,-,,,,
T280,Cameron Batson,FA,WR,-,-,-,-,,,,
T280,Jaylen Smith,FA,WR,-,-,-,-,,,,
T280,Ty Johnson,BUF,RB,-,-,-,418.00,0.77,,,
T280,Joe Gaziano,FA,DE,-,-,-,-,,,,
T280,Markus Bailey,ARI,LB,-,-,-,-,,,,
T280,Brycen Hopkins,FA,TE,-,-,-,-,,,,
T280,Zack Baun,PHI,LB,-,-,-,-,,,,
T280,Alec Ingold,MIA,FB,-,-,-,-,,,,
T280,Chris Orr,FA,LB,-,-,-,-,,,,
T280,Arthur Maulet,BAL,CB,-,-,-,-,,,,
T280,Deandre Baker,FA,CB,-,-,-,-,,,,
T280,Rodrigo Blankenship,FA,K,-,-,-,-,,,,
T280,Byron Cowart,CHI,DT,-,-,-,-,,,,
T280,Carlton Davis,DET,CB,-,-,-,-,,,,
T280,Javaris Davis,FA,CB,-,-,-,-,,,,
T280,Will Hastings,FA,WR,-,-,-,-,,,,
T280,Kerryon Johnson,FA,RB,-,-,-,-,,,,
T280,Caleb Repp,FA,TE,-,-,-,-,,,,
T280,Joe Williams,FA,RB,-,-,-,-,,,,
T280,Jeremiah Ledbetter,JAX,DT,-,-,-,-,,,,
T280,Blake Cashman,MIN,LB,-,-,-,-,,,,
T280,Taj McGowan,FA,RB,-,-,-,-,,,,
T280,Tommy Stevens,FA,QB,-,-,-,-,,,,
T280,Tyler Davis,FA,K,-,-,-,-,,,,
T280,Anthony Jones,FA,RB,-,-,-,-,,,,
T280,Jerry Tillery,MIN,DT,-,-,-,-,,,,
T280,Albert Huggins,FA,DT,-,-,-,-,,,,
T280,Austin Bryant,SF,DE,-,-,-,-,,,,
T280,Deon Cain,FA,WR,-,-,-,-,,,,
T280,Clelin Ferrell,WAS,DE,-,-,-,-,,,,
T280,Ray-Ray McCloud,ATL,WR,-,-,-,-,,,,
T280,Tanner Muse,FA,LB,-,-,-,-,,,Ques,Knee
T280,Christian Wilkins,LV,DT,-,-,-,-,,,,
T280,Malik Jefferson,DET,LB,-,-,-,-,,,,
T280,Mike Edwards,BUF,S,-,-,-,-,,,Ques,Shoulder
T280,Jaire Alexander,GB,CB,-,-,-,-,,,,
T280,Josh Jackson,FA,CB,-,-,-,-,,,,
T280,Ronnie Harrison,IND,S,-,-,-,-,,,,
T280,Deionte Thompson,FA,S,-,-,-,-,,,,
T280,Blessuan Austin,FA,CB,-,-,-,-,,,,
T280,Darnell Savage,JAX,S,-,-,-,-,,,,
T280,Ke'Shawn Vaughn,FA,RB,-,-,-,-,,,,
T280,Emeke Egbule,FA,LB,-,-,-,-,,,,
T280,Xavier Jones,FA,RB,-,-,-,-,,,Ques,Achilles
T280,James Proche,CLE,WR,-,-,-,-,,,,
T280,Delontae Scott,FA,LB,-,-,-,-,,,,
T280,Hunter Thedford,FA,OT,-,-,-,-,,,,
T280,Jared Rice,FA,TE,-,-,-,-,,,,
T280,Steven Wroblewski,FA,TE,-,-,-,-,,,,
T280,Joshua Kelley,FA,RB,-,-,-,-,,8.73,,
T280,Jack Fox,DET,P,-,-,-,-,,,,
T280,Elijah Benton,FA,S,-,-,-,-,,,,
T280,Kenji Bahar,FA,QB,-,-,-,-,,,,
T280,Nasir Adderley,FA,S,-,-,-,-,,,,
T280,Dre'Mont Jones,SEA,DE,-,-,-,-,,,,
T280,DaVon Hamilton,JAX,DT,-,-,-,-,,,,
T280,Rashod Berry,FA,DE,-,-,-,-,,,,
T280,Mike Weber,FA,RB,-,-,-,-,,,,
T280,Damon Arnette,FA,CB,-,-,-,-,,,,
T280,KJ Hill,FA,WR,-,-,-,-,,,,
T280,Denzel Ward,CLE,CB,-,-,-,-,,,,
T280,Joseph Parker,FA,WR,-,-,-,-,,,,
T280,Carl Granderson,NO,DE,-,-,-,-,,,,
T280,Logan Wilson,CIN,LB,-,-,-,-,,,,
T280,Andrew Wingard,JAX,S,-,-,-,-,,,,
T280,Efe Obada,WAS,DE,-,-,-,-,,,PUP-P,Lower Leg
T280,Alex Barnes,FA,RB,-,-,-,-,,,,
T280,Josh Rosen,FA,QB,-,-,-,-,,,,
T280,Marquis Young,FA,RB,-,-,-,-,,,,
T280,Ugo Amadi,NO,S,-,-,-,-,,,,
T280,Ashtyn Davis,NYJ,S,-,-,-,-,,,,
T280,Anthony Nelson,TB,LB,-,-,-,-,,,,
T280,Michael Ojemudia,ARI,CB,-,-,-,-,,,,
T280,Tevaughn Campbell,JAX,CB,-,-,-,-,,,,
T280,Tyrell Adams,FA,LB,-,-,-,-,,,,
T280,Ka'dar Hollman,BAL,CB,-,-,-,-,,,,
T280,Malik Henry,FA,WR,-,-,-,-,,,,
T280,Johnathan Abram,NO,S,-,-,-,-,,,,
T280,Jonathan Ledbetter,FA,DT,-,-,-,-,,,Ques,Knee
T280,Mike Jackson,SEA,CB,-,-,-,-,,,,
T280,Sheldrick Redwine,DAL,S,-,-,-,-,,,,
T280,Joe Walker,FA,WR,-,-,-,-,,,,
T280,Justice Shelton-Mosley,FA,WR,-,-,-,-,,,,
T280,Broc Rutter,FA,QB,-,-,-,-,,,,
T280,Jonas Griffith,DEN,LB,-,-,-,-,,,,
T280,LaCale London,ATL,DE,-,-,-,-,,,,
T280,Auzoyah Alufohai,FA,DT,-,-,-,-,,,,
T280,Christian Rozeboom,LAR,LB,-,-,-,-,,,,
T280,Luke Sellers,FA,FB,-,-,-,-,,,,
T280,Omar Bayless,FA,WR,-,-,-,-,,,,
T280,Dylan Mabin,FA,CB,-,-,-,-,,,,
T280,Aaron Patrick,FA,LB,-,-,-,-,,,,
T280,Jarren Williams,FA,CB,-,-,-,-,,,Ques,Lower Body
T280,Rock Ya-Sin,SF,CB,-,-,-,-,,,,
T280,Adam Trautman,DEN,TE,-,-,-,-,,5.00,Ques,Abdomen
T280,Kristian Wilkerson,LV,WR,-,-,-,-,,,,
T280,Donald Parham,LAC,TE,-,-,-,-,,10.00,,
T280,Justin Johnson,FA,TE,-,-,-,-,,,,
T280,Nick Tiano,FA,QB,-,-,-,-,,,,
T280,Gavin Heslop,FA,S,-,-,-,-,,,,
T280,Jaylon Moore,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Micah Abernathy,ATL,S,-,-,-,-,,,,
T280,Darrell Taylor,SEA,LB,-,-,-,-,,,,
T280,Tommy Townsend,HOU,P,-,-,-,-,,,,
T280,Preston Williams,FA,WR,-,-,-,-,,,,
T280,Eli Wolf,FA,TE,-,-,-,-,,,,
T280,Dorance Armstrong,WAS,DE,-,-,-,-,,,,
T280,Steven Sims,HOU,WR,-,-,-,-,,,,
T280,Jace Sternberger,FA,TE,-,-,-,-,,,,
T280,Ryan Willis,FA,QB,-,-,-,-,,,,
T280,Gary Jennings,FA,WR,-,-,-,-,,,,
T280,David Long,MIA,LB,-,-,-,-,,,PUP-P,Undisclosed
T280,Nathan Cottrell,FA,RB,-,-,-,-,,,Ques,Undisclosed
T280,Marcus Marshall,FA,RB,-,-,-,-,,,,
T280,Jonathan Greenard,MIN,DE,-,-,-,-,2.74,,,
T280,Damion Ratley,FA,WR,-,-,-,-,,,,
T280,Justin Evans,FA,S,-,-,-,-,,,Ques,Knee
T280,Jace Whittaker,FA,CB,-,-,-,-,,,,
T280,Andre Baccellia,ARI,WR,-,-,-,-,,,,
T280,Jake Browning,CIN,QB,-,-,-,390.00,2.62,8.67,,
T280,Ben Burr-Kirven,FA,LB,-,-,-,-,,,,
T280,Blake Lynch,FA,LB,-,-,-,-,,,,
T280,Jarrett Stidham,DEN,QB,-,-,-,-,2.39,5.80,,
T280,Jamal Perry,FA,CB,-,-,-,-,,,,
T280,Myles Gaskin,MIN,RB,-,-,-,-,,6.00,,
T280,Neville Gallimore,MIA,DT,-,-,-,-,,,,
T280,Austin Seibert,NYJ,K,-,-,-,-,,,,
T280,TreVontae Hights,FA,WR,-,-,-,-,,,,
T280,Tipa Galeai,FA,LB,-,-,-,-,,,Ques,Hamstring
T280,Dede Westbrook,FA,WR,-,-,-,-,,,,
T280,KaVontae Turpin,DAL,WR,-,-,-,-,,,,
T280,Jordan Miller,FA,CB,-,-,-,-,,,,
T280,Benning Potoa'e,WAS,DT,-,-,-,-,,,,
T280,Ezekiel Turner,SF,LB,-,-,-,-,,,,
T280,Jaquan Johnson,FA,S,-,-,-,-,,,,
T280,Breiden Fehoko,PIT,DT,-,-,-,-,,,,
T280,Ty'Son Williams,FA,RB,-,-,-,-,,,,
T280,Anthony Ratliff-Williams,FA,WR,-,-,-,-,,,,
T280,Andre Smith,DEN,LB,-,-,-,-,,,,
T280,Carl Tucker,FA,FB,-,-,-,-,,,,
T280,Jalen Dalton,FA,DT,-,-,-,-,,,Ques,Undisclosed
T280,Jake Bargas,FA,FB,-,-,-,-,,,,
T280,Aaron Crawford,FA,DT,-,-,-,-,,,,
T280,Mike Hughes,ATL,CB,-,-,-,-,,,,
T280,Jason Strowbridge,FA,DE,-,-,-,-,,,,
T280,AJ Cole,LV,P,-,-,-,-,,,,
T280,James Smith-Williams,ATL,DE,-,-,-,-,,,,
T280,Kendall Hinton,FA,WR,-,-,-,-,,,,
T280,Carlos Davis,FA,DT,-,-,-,-,,,,
T280,Khalil Davis,HOU,DT,-,-,-,-,,,,
T280,Stanley Morgan,NO,WR,-,-,-,-,,,,
T280,Devine Ozigbo,FA,RB,-,-,-,-,,,,
T280,Marquise Copeland,FA,DT,-,-,-,-,,,,
T280,Josiah Deguara,JAX,TE,-,-,-,-,,,,
T280,Tyler Davis,GB,TE,-,-,-,-,,,,
T280,Brett Rypien,CHI,QB,-,-,-,-,,,,
T280,Jaylinn Hawkins,NE,S,-,-,-,-,,,,
T280,Roderic Teamer,NO,S,-,-,-,-,,,,
T280,Herb Miller,FA,CB,-,-,-,-,,,,
T280,Azeez Al-Shaair,HOU,LB,-,-,-,-,,,,
T280,Trevis Gipson,JAX,LB,-,-,-,-,,,,
T280,J.R. Reed,FA,S,-,-,-,-,,,,
T280,Reggie Robinson,FA,CB,-,-,-,-,,,Ques,Undisclosed
T280,Scotty Miller,PIT,WR,-,-,-,-,,,,
T280,James Morgan,FA,QB,-,-,-,-,,,,
T280,Jovante Moffatt,FA,S,-,-,-,-,,,,
T280,Tyshun Render,FA,DE,-,-,-,-,,,,
T280,Shy Tuttle,CAR,DT,-,-,-,-,,,,
T280,Kyle Phillips,FA,DE,-,-,-,-,,,,
T280,Chandler Cox,FA,FB,-,-,-,-,,,,
T280,David Sills,DEN,WR,-,-,-,-,,,,
T280,Jamel Dean,TB,CB,-,-,-,-,,,,
T280,Jashon Cornell,FA,DT,-,-,-,-,,,,
T280,Jauan Jennings,SF,WR,-,-,-,302.20,,,,
T280,George Campbell,FA,WR,-,-,-,-,,,,
T280,Derwin James,LAC,S,-,-,-,-,,,,
T280,Jacques Patrick,FA,RB,-,-,-,-,,,,
T280,Josh Sweat,PHI,DE,-,-,-,-,,,,
T280,Bisi Johnson,FA,WR,-,-,-,-,,,Ques,Knee - ACL
T280,James Gilbert,FA,RB,-,-,-,-,,,,
T280,Riley Neal,FA,QB,-,-,-,-,,,,
T280,Jeremy Cox,FA,FB,-,-,-,-,,,,
T280,Tim Ward,FA,DE,-,-,-,-,,,,
T280,Akeem Davis-Gaither,CIN,LB,-,-,-,-,,,,
T280,Tae Hayes,FA,CB,-,-,-,-,,,,
T280,Josh Thomas,FA,S,-,-,-,-,,,,
T280,Jordan Whittington,LAR,WR,-,-,-,-,,,,
T280,John Cominsky,DET,DE,-,-,-,-,,,,
T280,Aidan Robbins,CLE,RB,-,-,-,-,,,,
T280,Drake Thomas,SEA,LB,-,-,-,-,2.04,,PUP-P,Knee
T280,Zonovan Knight,DET,RB,-,-,-,-,,,,
T280,Corey Ballentine,GB,CB,-,-,-,-,,,,
T280,Ahmarean Brown,CLE,WR,-,-,-,-,,,,
T280,Jawhar Jordan,HOU,RB,-,-,160.40,363.00,0.40,2.00,,
T280,Damon Sheehy-Guiseppi,FA,WR,-,-,-,-,,,,
T280,Mazi Smith,DAL,DT,-,-,-,-,,,,
T280,David Ojabo,BAL,LB,-,-,-,-,,,,
T280,Erick All,CIN,TE,-,-,97.27,240.80,1.21,,NFI-A,Knee - ACL
T280,Tre Mosley,CIN,WR,-,-,-,-,,,,
T280,Tyler Nubin,NYG,S,-,-,84.20,-,,,Out,Ankle
T280,Quandre Mosely,FA,CB,-,-,-,-,,,,
T280,Brandin Echols,NYJ,CB,-,-,-,-,,,,
T280,Owen Pappoe,ARI,LB,-,-,-,-,,,,
T280,Colby Wooden,GB,DE,-,-,-,-,,,,
T280,Derick Hall,SEA,LB,-,-,-,-,,,,
T280,Laiatu Latu,IND,DE,-,-,51.62,-,,,,
T280,Trent McDuffie,KC,CB,-,-,-,-,,,,
T280,Julius Chestnut,TEN,RB,-,-,-,-,,,,
T280,Keondre Coburn,TEN,DT,-,-,-,-,,,,
T280,Bralen Trice,ATL,LB,-,-,158.83,-,,,,
T280,Ty Zentner,TEN,P,-,-,-,-,,,,
T280,Jadon Haselwood,FA,WR,-,-,-,-,,,,
T280,Austin Stogner,ATL,TE,-,-,-,-,,,,
T280,Max Duggan,LAC,QB,-,-,-,-,,,,
T280,DeMarvin Leal,PIT,DE,-,-,-,-,,,,
T280,Baylor Cupp,KC,TE,-,-,-,-,,,,
T280,Tre Tomlinson,LAR,CB,-,-,-,-,,,,
T280,Dee Winters,SF,LB,-,-,-,-,,,,
T280,Christian Wade,FA,RB,-,-,-,-,,,,
T280,Valentine Holmes,FA,RB,-,-,-,-,,,,
T280,Mike Sainristil,WAS,CB,-,-,144.50,-,,,,
T280,Eku Leota,CAR,LB,-,-,-,-,,,,
T280,Ronnie Hickman,CLE,S,-,-,-,-,,,,
T280,Zach Harrison,ATL,DE,-,-,-,-,,,,
T280,George Karlaftis,KC,DE,-,-,-,-,,,,
T280,Jalen Graham,SF,LB,-,-,-,-,,,,
T280,Brandon Smith,PHI,LB,-,-,-,-,,,,
T280,Adisa Isaac,BAL,LB,-,-,208.00,-,,,NFI-A,Hamstring
T280,Noah Cain,CIN,RB,-,-,-,-,,,,
T280,Brenton Strange,JAX,TE,-,-,-,360.00,,,,
T280,Leo Chenal,KC,LB,-,-,-,-,,,,
T280,Sauce Gardner,NYJ,CB,-,-,-,-,,,,
275,Tre Tucker,LV,WR,296.00,-,-,320.00,1.22,,,
T280,Damarion Williams,BAL,CB,-,-,-,-,,,,
T280,Ja'Quan McMillian,DEN,CB,-,-,-,-,,,,
T280,Dorian Williams,BUF,LB,-,-,-,-,,,,
T280,Tatum Bethune,SF,LB,-,-,-,-,,,,
T280,Mohamed Kamara,MIA,LB,-,-,-,-,,,,
T280,Jared Smart,FA,WR,-,-,-,-,,,,
T280,Jerrick Reed,SEA,S,-,-,-,-,,,PUP-P,Knee - ACL
T280,Derek Wright,FA,WR,-,-,-,-,,,Ques,Knee
T280,Shawn Bane,FA,WR,-,-,-,-,,,,
T280,Keenen Brown,FA,TE,-,-,-,-,,,,
T280,Brandon Dillon,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,Trinity Benson,FA,WR,-,-,-,-,,,,
T280,Jonathan Harris,MIA,DE,-,-,-,-,,,,
T280,Ashton Dulin,IND,WR,-,-,-,-,,,Ques,Knee - ACL
T280,Nikola Kalinic,LAR,TE,-,-,-,-,,,,
T280,Myron Mitchell,FA,WR,-,-,-,-,,,,
T280,Sincere McCormick,LV,RB,-,-,-,-,,,,
T280,Leroy Watson,TEN,OT,-,-,-,-,,,,
T280,Lew Nichols,PHI,RB,-,-,-,-,,,,
T280,Kamal Hadden,KC,CB,-,-,-,-,,,,
T280,Deonte Harty,BAL,WR,-,-,-,-,,,,
T280,Jose Ramirez,TB,LB,-,-,-,-,,,,
T280,Devontae Jackson,FA,RB,-,-,-,-,,,,
T280,Ivan Pace,MIN,LB,-,-,-,-,,,,
T280,Anthony Pittman,WAS,LB,-,-,-,-,,,,
T280,Malik Taylor,NYJ,WR,-,-,-,-,,,,
T280,Jason Moore,FA,WR,-,-,-,-,,,,
T280,Corey Crooms,DAL,WR,-,-,-,-,,,,
T280,Jeff Foreman,LV,WR,-,-,-,-,,,,
T280,Ramel Keyton,LV,WR,-,-,-,-,,,,
T280,Kedon Slovis,IND,QB,-,-,-,-,,,,
T280,Elijah Higgins,ARI,TE,-,-,-,-,,5.00,,
T280,Austin Jones,WAS,RB,-,-,-,-,,,,
T280,Kyu Blu Kelly,WAS,CB,-,-,-,-,,,,
T280,Nathaniel Peat,DAL,RB,-,-,-,-,,,,
T280,John Jackson,CHI,WR,-,-,-,-,,,,
T280,Drake Jackson,SF,DE,-,-,-,-,,,PUP-P,Knee
T280,DJ Williams,TB,RB,-,-,-,-,,,,
T280,Jaren Hall,MIN,QB,-,-,-,-,,5.00,,
T280,Dallin Holker,NO,TE,-,-,-,366.00,0.57,,,
T280,Dax Milne,WAS,WR,-,-,-,-,,,,
T280,Jacob Saylors,NYG,RB,-,-,-,-,,,,
T280,Zach Heins,LAC,TE,-,-,-,-,,,,
T280,Jadon Janke,HOU,WR,-,-,-,-,,,,
T280,Jaxon Janke,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Markees Watts,TB,LB,-,-,-,-,,,,
T280,Nate Adkins,DEN,TE,-,-,-,-,,,,
T280,Riley Moss,DEN,CB,-,-,-,-,,,,
T280,Rory Starkey,GB,WR,-,-,-,-,,,,
T280,Tanner McLachlan,CIN,TE,-,-,-,358.00,,,,
